price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,society,company_name,flat_type
38400000.0,under construction,2740,11000,4 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Proptiger,True,4, Adani Brahma Samsara Vilasa,Adani,apartment
22599999.999999996,under construction,2002,7982,3 BHK Apartment in Godrej Grandeur,Sector 106,Proptiger,True,3, Godrej Grandeur,Godrej,apartment
21000000.0,under construction,1855,7846,3 BHK Apartment in Godrej Grandeur,Sector 106,Proptiger,True,3, Godrej Grandeur,Godrej,apartment
20099999.999999996,under construction,2249,8950,4 BHK Apartment in M3M Capital,Sector 113,Proptiger,True,4, M3M Capital,M3M,apartment
18300000.0,under construction,2055,8950,4 BHK Apartment in M3M Capital,Sector 113,Proptiger,True,4, M3M Capital,M3M,apartment
14900000.0,under construction,1665,8950,3 BHK Apartment in M3M Capital,Sector 113,home,True,3, M3M Capital,M3M,apartment
11700000.0,under construction,1310,8950,2 BHK Apartment in M3M Capital,Sector 113,Property In Gurgaon,True,2, M3M Capital,M3M,apartment
11900000.0,under construction,1330,8950,2 BHK Apartment in M3M Capital,Sector 113,properties for sale in Gurgaon,True,2, M3M Capital,M3M,apartment
14700000.0,under construction,1650,8950,3 BHK Apartment in M3M Capital,Sector 113,Proptiger,True,3, M3M Capital,M3M,apartment
11600000.0,under construction,1300,8950,2 BHK Apartment in M3M Capital,Sector 113,Proptiger,True,2, M3M Capital,M3M,apartment
17000000.0,under construction,2100,5952,4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Proptiger,True,4, DLF Garden City Independent Floors,DLF,apartment
17000000.0,under construction,2200,5909,4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Proptiger,True,4, DLF Garden City Independent Floors,DLF,apartment
13000000.0,under construction,1968,6097,4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Proptiger,True,4, DLF Garden City Independent Floors,DLF,apartment
17500000.0,under construction,1986,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,3, Godrej Serenity Sohna,Godrej,apartment
9500000.0,under construction,1310,5296,2 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,2, Godrej Serenity Sohna,Godrej,apartment
12900000.0,under construction,1411,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,3, Godrej Serenity Sohna,Godrej,apartment
10400000.0,under construction,1174,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,3, Godrej Serenity Sohna,Godrej,apartment
29900000.000000004,under construction,1169,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,3, Godrej Serenity Sohna,Godrej,apartment
8999000.0,under construction,930,5296,2 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,2, Godrej Serenity Sohna,Godrej,apartment
11000000.0,under construction,1671,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,3, Godrej Serenity Sohna,Godrej,apartment
12500000.0,under construction,1640,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,3, Godrej Serenity Sohna,Godrej,apartment
8400000.0,under construction,1383,5296,2 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,2, Godrej Serenity Sohna,Godrej,apartment
13700000.000000002,under construction,1996,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,3, Godrej Serenity Sohna,Godrej,apartment
8000000.0,under construction,1406,5296,2 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,2, Godrej Serenity Sohna,Godrej,apartment
10400000.0,under construction,1700,5296,3 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,Proptiger,True,3, Godrej Serenity Sohna,Godrej,apartment
7600000.0,under construction,1311,5296,2 BHK Apartment in Godrej Serenity Sohna,Sector 33 Sohna,home,True,2, Godrej Serenity Sohna,Godrej,apartment
36000000.0,under construction,2955,12200,4 BHK Apartment in M3M Latitude,Sector 65,Property In Gurgaon,True,4, M3M Latitude,M3M,apartment
8759000.0,under construction,1095,5966,3 BHK Apartment in Signature Global City 81,Sector 81,properties for sale in Gurgaon,True,3, Signature Global City 81,Signature,apartment
7676000.000000001,under construction,955,6002,2 BHK Apartment in Signature Global City 81,Sector 81,Proptiger,True,2, Signature Global City 81,Signature,apartment
5900000.0,under construction,990,5066,2 BHK Apartment in Signature Global City 37D,Sector 37D,Proptiger,True,2, Signature Global City 37D,Signature,apartment
9544000.0,under construction,1250,6976,3 BHK Apartment in Signature Global City 37D,Sector 37D,Proptiger,True,3, Signature Global City 37D,Signature,apartment
10900000.0,under construction,1440,6976,3 BHK Apartment in Signature Global City 37D,Sector 37D,Proptiger,True,3, Signature Global City 37D,Signature,apartment
6200000.0,under construction,955,5940,2 BHK Apartment in Signature Global City 92,Sector 92,Proptiger,True,2, Signature Global City 92,Signature,apartment
7652000.0,under construction,959,7488,3 BHK Apartment in Signature Global City 92,Sector 92,Proptiger,True,3, Signature Global City 92,Signature,apartment
7804000.000000001,under construction,1095,5936,3 BHK Apartment in Signature Global City 92,Sector 92,Proptiger,True,3, Signature Global City 92,Signature,apartment
9699000.0,under construction,1000,9700,3 BHK Apartment in Ashiana Amarah,Sector 93,Proptiger,True,3, Ashiana Amarah,Ashiana,apartment
11600000.0,under construction,1205,9700,3 BHK Apartment in Ashiana Amarah,Sector 93,Proptiger,True,3, Ashiana Amarah,Ashiana,apartment
13600000.000000002,under construction,1408,9700,4 BHK Apartment in Ashiana Amarah,Sector 93,Proptiger,True,4, Ashiana Amarah,Ashiana,apartment
45000000.0,under construction,2750,16364,4 BHK Apartment in Puri The Aravallis,Sector 61,Proptiger,True,4, Puri The Aravallis,Puri,apartment
35900000.0,under construction,2300,15652,3 BHK Apartment in Puri The Aravallis,Sector 61,Proptiger,True,3, Puri The Aravallis,Puri,apartment
44900000.0,under construction,2850,15789,4 BHK Apartment in Puri The Aravallis,Sector 61,Proptiger,True,4, Puri The Aravallis,Puri,apartment
35000000.0,under construction,2250,15556,3 BHK Apartment in Puri The Aravallis,Sector 61,Proptiger,True,3, Puri The Aravallis,Puri,apartment
34900000.0,under construction,2250,15555,3 BHK Apartment in Puri The Aravallis,Sector 61,Proptiger,True,3, Puri The Aravallis,Puri,apartment
7894000.0,ready to move,1385,5700,2 BHK Apartment in Paras Dews,Sector 106,Proptiger,False,2, Paras Dews,Paras,apartment
26000000.0,ready to move,1415,18375,4 BHK Apartment in Central Park Clover Floors,Sector 33 Sohna,Proptiger,False,4, Central Park Clover Floors,Central,apartment
27500000.0,ready to move,1431,19218,4 BHK Apartment in Central Park Clover Floors,Sector 33 Sohna,home,False,4, Central Park Clover Floors,Central,apartment
25000000.0,under construction,2080,11000,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Property In Gurgaon,True,3, Adani Brahma Samsara Vilasa,Adani,apartment
20500000.0,under construction,1870,11000,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,properties for sale in Gurgaon,True,3, Adani Brahma Samsara Vilasa,Adani,apartment
24500000.0,under construction,1800,11000,3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Proptiger,True,3, Adani Brahma Samsara Vilasa,Adani,apartment
23600000.0,under construction,1572,10329,4 BHK Apartment in Godrej Habitat,Sector 3,Proptiger,True,4, Godrej Habitat,Godrej,apartment
18500000.0,under construction,1255,9818,3 BHK Apartment in Godrej Habitat,Sector 3,Proptiger,True,3, Godrej Habitat,Godrej,apartment
12500000.0,under construction,913,9314,2 BHK Apartment in Godrej Habitat,Sector 3,Proptiger,True,2, Godrej Habitat,Godrej,apartment
16000000.0,under construction,2700,5037,4 BHK Apartment in Godrej Habitat,Sector 3,Proptiger,True,4, Godrej Habitat,Godrej,apartment
12500000.0,under construction,2050,5183,3 BHK Apartment in Godrej Habitat,Sector 3,Proptiger,True,3, Godrej Habitat,Godrej,apartment
8800000.0,under construction,1400,5343,2 BHK Apartment in Godrej Habitat,Sector 3,Proptiger,True,2, Godrej Habitat,Godrej,apartment
18000000.0,under construction,1852,6196,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,3, Shapoorji Pallonji JoyVille,Shapoorji,apartment
16500000.0,under construction,1692,6229,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,3, Shapoorji Pallonji JoyVille,Shapoorji,apartment
9090000.0,under construction,1368,5648,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
8980000.0,under construction,1359,5617,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
8800000.0,under construction,1368,5945,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,home,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
8600000.0,under construction,1359,5945,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Property In Gurgaon,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
18000000.0,under construction,1852,6196,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,properties for sale in Gurgaon,True,3, Shapoorji Pallonji JoyVille,Shapoorji,apartment
8800000.0,under construction,1368,5945,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
8600000.0,under construction,1359,5945,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
16399999.999999998,under construction,1852,7000,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,3, Shapoorji Pallonji JoyVille,Shapoorji,apartment
15000000.0,under construction,1692,7000,3 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,3, Shapoorji Pallonji JoyVille,Shapoorji,apartment
9576000.0,under construction,1368,7000,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
9513000.0,under construction,1359,7000,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
8900000.0,under construction,1215,6226,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
11000000.0,under construction,915,6503,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
8505000.0,under construction,1215,7000,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
11000000.0,under construction,915,7000,2 BHK Apartment in Shapoorji Pallonji JoyVille,Sector 102,Proptiger,True,2, Shapoorji Pallonji JoyVille,Shapoorji,apartment
15500000.0,under construction,2025,6800,3 BHK Apartment in Emaar Palm Heights,Sector 77,home,True,3, Emaar Palm Heights,Emaar,apartment
15500000.0,under construction,2000,6800,3 BHK Apartment in Emaar Palm Heights,Sector 77,Property In Gurgaon,True,3, Emaar Palm Heights,Emaar,apartment
13899999.999999998,under construction,2050,6800,3 BHK Apartment in Emaar Palm Heights,Sector 77,properties for sale in Gurgaon,True,3, Emaar Palm Heights,Emaar,apartment
16100000.000000002,ready to move,2685,6000,4 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Proptiger,False,4, Bestech Park View Sanskruti,Bestech,apartment
11399999.999999998,ready to move,1900,6000,4 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Proptiger,False,4, Bestech Park View Sanskruti,Bestech,apartment
11500000.0,ready to move,1920,6000,3 BHK Apartment in DLF The Skycourt,Sector 86,Proptiger,False,3, DLF The Skycourt,DLF,apartment
14800000.0,under construction,2000,7400,3 BHK Apartment in M3M Skywalk,Sector 74,Proptiger,True,3, M3M Skywalk,M3M,apartment
38900000.0,under construction,2595,15000,3 BHK Apartment in Conscient Hines Elevate,Sector 59,Proptiger,True,3, Conscient H,Conscient,apartment
16000000.0,under construction,2180,6251,4 BHK Apartment in Shapoorji Pallonji Joyville Tower Crown,Sector 102,Proptiger,True,4, Shapoorji Pallonji Joyville Tower Crown,Shapoorji,apartment
15900000.0,under construction,2162,6251,4 BHK Apartment in Shapoorji Pallonji Joyville Tower Crown,Sector 102,Proptiger,True,4, Shapoorji Pallonji Joyville Tower Crown,Shapoorji,apartment
15700000.0,under construction,1536,9536,4 BHK Apartment in Shapoorji Pallonji Joyville Tower Crown,Sector 102,Proptiger,True,4, Shapoorji Pallonji Joyville Tower Crown,Shapoorji,apartment
15300000.0,under construction,1531,9536,4 BHK Apartment in Shapoorji Pallonji Joyville Tower Crown,Sector 102,Proptiger,True,4, Shapoorji Pallonji Joyville Tower Crown,Shapoorji,apartment
15900000.0,under construction,2162,6251,4 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase IV,Sector 102,Proptiger,True,4, Shapoorji Pallonji Joyville Gurugram Phase IV,Shapoorji,apartment
18000000.0,under construction,1852,6058,3 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase IV,Sector 102,Proptiger,True,3, Shapoorji Pallonji Joyville Gurugram Phase IV,Shapoorji,apartment
10000000.0,under construction,1359,6255,2 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase IV,Sector 102,Proptiger,True,2, Shapoorji Pallonji Joyville Gurugram Phase IV,Shapoorji,apartment
9912000.0,under construction,1368,6159,2 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase IV,Sector 102,Proptiger,True,2, Shapoorji Pallonji Joyville Gurugram Phase IV,Shapoorji,apartment
16000000.0,under construction,2180,6251,4 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase IV,Sector 102,Proptiger,True,4, Shapoorji Pallonji Joyville Gurugram Phase IV,Shapoorji,apartment
16500000.0,under construction,1692,6079,3 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase IV,Sector 102,Proptiger,True,3, Shapoorji Pallonji Joyville Gurugram Phase IV,Shapoorji,apartment
8630000.0,under construction,1215,6037,2 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase IV,Sector 102,Proptiger,True,2, Shapoorji Pallonji Joyville Gurugram Phase IV,Shapoorji,apartment
10000000.0,under construction,915,6849,2 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase IV,Sector 102,Proptiger,True,2, Shapoorji Pallonji Joyville Gurugram Phase IV,Shapoorji,apartment
56000000.0,under construction,3395,16495,4 BHK Apartment in Conscient Hines Elevate,Sector 59,home,True,4, Conscient H,Conscient,apartment
41300000.0,under construction,2595,15919,3 BHK Apartment in Conscient Hines Elevate,Sector 59,Property In Gurgaon,True,3, Conscient H,Conscient,apartment
39800000.0,under construction,2295,17344,3 BHK Apartment in Conscient Hines Elevate,Sector 59,properties for sale in Gurgaon,True,3, Conscient H,Conscient,apartment
37700000.0,under construction,2095,18000,3 BHK Apartment in Conscient Hines Elevate,Sector 59,Proptiger,True,3, Conscient H,Conscient,apartment
14000000.0,under construction,1657,8500,4 BHK Apartment in Godrej Prive,Sector 106,Proptiger,True,4, Godrej Prive,Godrej,apartment
31000000.0,under construction,2720,9688,4 BHK Apartment in Godrej Prive,Sector 106,Proptiger,True,4, Godrej Prive,Godrej,apartment
22599999.999999996,under construction,2004,9586,3 BHK Apartment in Godrej Prive,Sector 106,Proptiger,True,3, Godrej Prive,Godrej,apartment
21000000.0,under construction,1855,9623,3 BHK Apartment in Godrej Prive,Sector 106,Proptiger,True,3, Godrej Prive,Godrej,apartment
35000000.0,under construction,2549,13731,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
51300000.0,under construction,2520,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
43700000.0,under construction,2147,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
43200000.0,under construction,2124,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
28000000.0,under construction,1374,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
40300000.0,under construction,3489,9818,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,4, Birla Navya Gurugram,Birla,apartment
34700000.0,under construction,2739,10769,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,4, Birla Navya Gurugram,Birla,apartment
34800000.0,under construction,1797,19366,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,4, Birla Navya Gurugram,Birla,apartment
27599999.999999996,under construction,2437,9627,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
24900000.000000004,under construction,2067,10239,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
27200000.000000004,under construction,1336,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
26600000.0,under construction,2453,9217,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
23600000.0,under construction,2083,9630,3 BHK Apartment in Birla Navya Gurugram,Sector 63,home,True,3, Birla Navya Gurugram,Birla,apartment
20200000.0,under construction,1306,13147,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Property In Gurgaon,True,3, Birla Navya Gurugram,Birla,apartment
28200000.0,under construction,1388,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,properties for sale in Gurgaon,True,3, Birla Navya Gurugram,Birla,apartment
10400000.0,under construction,1227,8500,3 BHK Apartment in Godrej Prive,Sector 106,Proptiger,True,3, Godrej Prive,Godrej,apartment
8712000.0,under construction,1025,8500,3 BHK Apartment in Godrej Prive,Sector 106,Proptiger,True,3, Godrej Prive,Godrej,apartment
6944000.0,under construction,817,8500,2 BHK Apartment in Godrej Prive,Sector 106,Proptiger,True,2, Godrej Prive,Godrej,apartment
26200000.0,under construction,1991,13209,4 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,4, Birla Navya Gurugram,Birla,apartment
25700000.0,under construction,1261,20381,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
18100000.0,under construction,1331,13617,3 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,3, Birla Navya Gurugram,Birla,apartment
13600000.000000002,under construction,894,15213,2 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,2, Birla Navya Gurugram,Birla,apartment
18700000.0,under construction,1609,9879,2 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,2, Birla Navya Gurugram,Birla,apartment
16700000.0,under construction,1245,11402,2 BHK Apartment in Birla Navya Gurugram,Sector 63,Proptiger,True,2, Birla Navya Gurugram,Birla,apartment
17500000.0,under construction,1996,8768,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Proptiger,True,3, Godrej Nature Plus,Godrej,apartment
13600000.000000002,under construction,1671,8139,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Proptiger,True,3, Godrej Nature Plus,Godrej,apartment
12500000.0,under construction,1640,7622,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Proptiger,True,3, Godrej Nature Plus,Godrej,apartment
10300000.0,under construction,1405,7331,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Proptiger,True,2, Godrej Nature Plus,Godrej,apartment
9500000.0,under construction,1310,7252,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Proptiger,True,2, Godrej Nature Plus,Godrej,apartment
12900000.0,ready to move,1480,6200,3 BHK Apartment in Microtek Greenburg,Sector 86,Proptiger,False,3, Microtek Greenburg,Microtek,apartment
15300000.0,under construction,2162,6015,4 BHK Apartment in Shapoorji Pallonji Joyville Gurugram Phase III,Sector 102,Proptiger,True,4, Shapoorji Pallonji Joyville Gurugram Phase III,Shapoorji,apartment
31400000.0,under construction,2095,15000,3 BHK Apartment in Conscient Hines Elevate,Sector 59,home,True,3, Conscient H,Conscient,apartment
6794000.0,under construction,1120,5831,3 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Property In Gurgaon,True,3, Signature Global Park 4 And 5,Signature,apartment
6230000.0,under construction,1020,5854,2 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,properties for sale in Gurgaon,True,2, Signature Global Park 4 And 5,Signature,apartment
4922000.0,under construction,951,4500,2 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Proptiger,True,2, Signature Global Park 4 And 5,Signature,apartment
5500000.0,under construction,1082,4500,3 BHK Apartment in Signature Global Park 4 And 5,Sector 36 Sohna,Proptiger,True,3, Signature Global Park 4 And 5,Signature,apartment
2632000.0,under construction,646,3466,2 BHK Apartment in Signature Global Golf Green,Sector 79,Proptiger,True,2, Signature Global Golf Green,Signature,apartment
23200000.0,under construction,2503,7878,3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Proptiger,True,3, Krisumi Waterfall Residences,Krisumi,apartment
11100000.000000002,under construction,1128,8439,3 BHK Apartment in Shapoorji Pallonji Joyville Gurugram II,Sector 102,Proptiger,True,3, Shapoorji Pallonji Joyville Gurugram II,Shapoorji,apartment
21800000.0,ready to move,3250,6711,4 BHK Apartment in Mapsko Mount Ville,Sector 79,Proptiger,False,4, Mapsko Mount Ville,Mapsko,apartment
25400000.0,ready to move,3795,6711,4 BHK Apartment in Mapsko Mount Ville,Sector 79,Proptiger,False,4, Mapsko Mount Ville,Mapsko,apartment
18100000.0,ready to move,2710,6711,4 BHK Apartment in Mapsko Mount Ville,Sector 79,Proptiger,False,4, Mapsko Mount Ville,Mapsko,apartment
13100000.0,ready to move,1960,6711,3 BHK Apartment in Mapsko Mount Ville,Sector 79,Proptiger,False,3, Mapsko Mount Ville,Mapsko,apartment
17700000.0,ready to move,2650,6711,4 BHK Apartment in Mapsko Mount Ville,Sector 79,Proptiger,False,4, Mapsko Mount Ville,Mapsko,apartment
12100000.0,ready to move,1815,6711,3 BHK Apartment in Mapsko Mount Ville,Sector 79,Proptiger,False,3, Mapsko Mount Ville,Mapsko,apartment
10100000.0,ready to move,1510,6711,3 BHK Apartment in Mapsko Mount Ville,Sector 79,Proptiger,False,3, Mapsko Mount Ville,Mapsko,apartment
9999000.0,ready to move,1490,6711,3 BHK Apartment in Mapsko Mount Ville,Sector 79,Proptiger,False,3, Mapsko Mount Ville,Mapsko,apartment
10800000.0,ready to move,1620,6711,3 BHK Apartment in Mapsko Mount Ville,Sector 79,Proptiger,False,3, Mapsko Mount Ville,Mapsko,apartment
15200000.0,under construction,1900,8015,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Proptiger,True,3, Godrej Nature Plus,Godrej,apartment
12800000.0,under construction,1600,8015,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Proptiger,True,3, Godrej Nature Plus,Godrej,apartment
11200000.000000002,under construction,1400,8015,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,home,True,2, Godrej Nature Plus,Godrej,apartment
15300000.0,under construction,1919,8015,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Property In Gurgaon,True,3, Godrej Nature Plus,Godrej,apartment
12900000.0,under construction,1620,8015,3 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,properties for sale in Gurgaon,True,3, Godrej Nature Plus,Godrej,apartment
12000000.0,under construction,1500,8015,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Proptiger,True,2, Godrej Nature Plus,Godrej,apartment
10700000.0,under construction,1383,7809,2 BHK Apartment in Godrej Nature Plus,Sector 33 Sohna,Proptiger,True,2, Godrej Nature Plus,Godrej,apartment
2676000.0,under construction,669,4000,2 BHK Apartment in Signature Global Global Aspire,Sector 95,Proptiger,True,2, Signature Global Global Aspire,Signature,apartment
25000000.0,ready to move,2475,10101,4 BHK Independent Floor,Sushant LOK I,Proptiger,False,4,Outside Socity,Outside,plot
26000000.0,ready to move,2368,10979,4 BHK Independent Floor,Sushant LOK I,Proptiger,False,4,Outside Socity,Outside,plot
27500000.0,ready to move,2368,11613,4 BHK Independent Floor,Sushant LOK I,Proptiger,False,4,Outside Socity,Outside,plot
20500000.0,ready to move,1810,11325,3 BHK Independent Floor,Sushant LOK I,Multi Home Realtors,False,3,Outside Socity,Outside,plot
20500000.0,ready to move,1819,11269,3 BHK Independent Floor,Sector 46,Multi Home Realtors,False,3,Outside Socity,Outside,plot
24000000.0,ready to move,2267,10586,4 BHK Independent Floor,Sector 57,Multi Home Realtors,False,4,Outside Socity,Outside,plot
22799999.999999996,ready to move,2388,9547,4 BHK Independent Floor,Sector 57,Multi Home Realtors,False,4,Outside Socity,Outside,plot
25000000.0,ready to move,2400,10416,4 BHK Independent Floor,Sector 57,Multi Home Realtors,False,4,Outside Socity,Outside,plot
23500000.0,ready to move,2367,9928,4 BHK Independent Floor,Sector 57,Multi Home Realtors,False,4,Outside Socity,Outside,plot
22200000.000000004,ready to move,2160,10277,3 BHK Independent Floor,Sector 57,Multi Home Realtors,False,3,Outside Socity,Outside,plot
19500000.0,ready to move,1710,11403,3 BHK Independent Floor,Sector 57,Multi Home Realtors,False,3,Outside Socity,Outside,plot
10000000.0,ready to move,1597,6261,3 BHK Apartment,Sector 92,Multi Home Realtors,False,3,Outside Socity,Outside,plot
32200000.000000004,resale,1611,19987,Residential Plot in DLF Independent Floors At Dlf Garden City Enclave Phase 2 Plot,Sector 93,Multi Home Realtors,False,2, DLF Independent Floors At Dlf Garden City Enclave Phase 2 Plot,DLF,plot
49600000.0,resale,3726,13311,Residential Plot in Vatika Vatika India Next Plot,Sector 82,Multi Home Realtors,False,0, Vatika Vatika India Next Plot,Vatika,plot
29000000.0,resale,1629,17802,Residential Plot in Experion The Westerlies Plots,Sector 108,home,False,0, Experion The Westerlies Plots,Experion,plot
120000000.0,resale,4500,26666,Residential Plot in DLF Phase 3,Sector 24,Property In Gurgaon,False,3, DLF Phase 3,DLF,plot
80000000.0,resale,3000,26666,Residential Plot in DLF Phase 3,Sector 24,properties for sale in Gurgaon,False,3, DLF Phase 3,DLF,plot
56200000.0,new,2250,25000,Residential Plot in BPTP Amstoria Plots,Sector 102,Vishal Associates,False,0, BPTP Amstoria Plots,BPTP,plot
10600000.0,new,1296,8222,Residential Plot in Prominent Swastik Greens,Manesar,Search My Property,False,0, Prom,Prom,plot
10000000.0,new,1206,8333,Residential Plot in Prominent Swastik Greens,Manesar,Search My Property,False,0, Prom,Prom,plot
33900000.0,resale,1602,21222,Residential Plot in Adani Oyster Greens,Sector 102,Shiva Homz,False,0, Adani Oyster Greens,Adani,plot
90000000.0,resale,87300,1030,Residential Plot,Sector 75,Shiva Homz,False,0,Outside Socity,Outside,plot
26000000.0,resale,1557,16698,Residential Plot,Sector 56,Shiva Homz,False,0,Outside Socity,Outside,plot
57000000.0,resale,250,228000,Residential Plot in Reputed Builder Sushant Lok 3,Sector 57,JSR Realtors,False,3, Reputed Builder Sushant Lok 3,Reputed,plot
34000000.0,resale,2160,15740,Residential Plot in Vatika Vatika India Next Plot,Sector 82,A V Real Eastate And Builders,False,0, Vatika Vatika India Next Plot,Vatika,plot
